ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
104693,13,東京都,関東,60〜64歳,60代,60,昭和,40,1965,296375,146211,150164
104694,13,東京都,関東,65〜69歳,60代,60,昭和,40,1965,210755,101891,108864
104695,13,東京都,関東,70〜74歳,70代,70,昭和,40,1965,132716,60393,72323
104696,13,東京都,関東,75〜79歳,70代,70,昭和,40,1965,78077,31921,46156
104697,13,東京都,関東,80〜84歳,80歳以上,80,昭和,40,1965,33441,11544,21897
104698,13,東京都,関東,85歳以上,80歳以上,80,昭和,40,1965,13974,3831,10143
104699,13,東京都,関東,総数,総数,0,昭和,45,1970,11408071,5801009,5607062
104700,13,東京都,関東,0〜4歳,0〜5歳,5,昭和,45,1970,971687,498250,473437
104701,13,東京都,関東,5〜9歳,6~15歳,6,昭和,45,1970,791874,405701,386173
104702,13,東京都,関東,10〜14歳,6~15歳,6,昭和,45,1970,637069,326382,310687
104703,13,東京都,関東,15〜19歳,15~20歳,15,昭和,45,1970,963755,506894,456861
104704,13,東京都,関東,20〜24歳,20代,20,昭和,45,1970,1675115,922542,752573
104705,13,東京都,関東,25〜29歳,20代,20,昭和,45,1970,1290878,683751,607127
104706,13,東京都,関東,30〜34歳,30代,30,昭和,45,1970,1031700,526138,505562
104707,13,東京都,関東,35〜39歳,30代,30,昭和,45,1970,910696,459134,451562
104708,13,東京都,関東,40〜44歳,40代,40,昭和,45,1970,744424,367273,377151
104709,13,東京都,関東,45〜49歳,40代,40,昭和,45,1970,584319,268848,315471
104710,13,東京都,関東,50〜54歳,50代,50,昭和,45,1970,467280,213504,253776
104711,13,東京都,関東,55〜59歳,50代,50,昭和,45,1970,415597,197872,217725
104712,13,東京都,関東,60〜64歳,60代,60,昭和,45,1970,332866,159341,173525
104713,13,東京都,関東,65〜69歳,60代,60,昭和,45,1970,257119,122564,134555
104714,13,東京都,関東,70〜74歳,70代,70,昭和,45,1970,172110,78890,93220
104715,13,東京都,関東,75〜79歳,70代,70,昭和,45,1970,96219,40731,55488
104716,13,東京都,関東,80〜84歳,80歳以上,80,昭和,45,1970,46374,17316,29058
104717,13,東京都,関東,85歳以上,80歳以上,80,昭和,45,1970,18989,5878,13111
104718,13,東京都,関東,総数,総数,0,昭和,50,1975,11673554,5913373,5760181
104719,13,東京都,関東,0〜4歳,0〜5歳,5,昭和,50,1975,964456,494161,470295
104720,13,東京都,関東,5〜9歳,6~15歳,6,昭和,50,1975,856943,439780,417163
104721,13,東京都,関東,10〜14歳,6~15歳,6,昭和,50,1975,743050,381516,361534
104722,13,東京都,関東,15〜19歳,15~20歳,15,昭和,50,1975,824026,431843,392183
104723,13,東京都,関東,20〜24歳,20代,20,昭和,50,1975,1311354,727833,583521
104724,13,東京都,関東,25〜29歳,20代,20,昭和,50,1975,1338307,715564,622743
104725,13,東京都,関東,30〜34歳,30代,30,昭和,50,1975,1067346,546627,520719
104726,13,東京都,関東,35〜39歳,30代,30,昭和,50,1975,910793,454288,456505
104727,13,東京都,関東,40〜44歳,40代,40,昭和,50,1975,844180,420324,423856
104728,13,東京都,関東,45〜49歳,40代,40,昭和,50,1975,705845,345119,360726
104729,13,東京都,関東,50〜54歳,50代,50,昭和,50,1975,545313,249464,295849
104730,13,東京都,関東,55〜59歳,50代,50,昭和,50,1975,430028,192895,237133
104731,13,東京都,関東,60〜64歳,60代,60,昭和,50,1975,383027,178252,204775
104732,13,東京都,関東,65〜69歳,60代,60,昭和,50,1975,296987,137114,159873
104733,13,東京都,関東,70〜74歳,70代,70,昭和,50,1975,215274,97826,117448
104734,13,東京都,関東,75〜79歳,70代,70,昭和,50,1975,130692,55890,74802
104735,13,東京都,関東,80〜84歳,80歳以上,80,昭和,50,1975,61035,23914,37121
104736,13,東京都,関東,85歳以上,80歳以上,80,昭和,50,1975,27820,9276,18544
104737,13,東京都,関東,総数,総数,0,昭和,55,1980,11618281,5856280,5762001
104738,13,東京都,関東,0〜4歳,0〜5歳,5,昭和,55,1980,715230,366318,348912
104739,13,東京都,関東,5〜9歳,6~15歳,6,昭和,55,1980,865035,443461,421574
104740,13,東京都,関東,10〜14歳,6~15歳,6,昭和,55,1980,813422,417319,396103
104741,13,東京都,関東,15〜19歳,15~20歳,15,昭和,55,1980,876161,456826,419335
104742,13,東京都,関東,20〜24歳,20代,20,昭和,55,1980,1113290,616805,496485
104743,13,東京都,関東,25〜29歳,20代,20,昭和,55,1980,1010762,543382,467380
104744,13,東京都,関東,30〜34歳,30代,30,昭和,55,1980,1128129,587169,540960
104745,13,東京都,関東,35〜39歳,30代,30,昭和,55,1980,954985,478907,476078
104746,13,東京都,関東,40〜44歳,40代,40,昭和,55,1980,851939,418503,433436
104747,13,東京都,関東,45〜49歳,40代,40,昭和,55,1980,803528,396865,406663
104748,13,東京都,関東,50〜54歳,50代,50,昭和,55,1980,665798,323651,342147
104749,13,東京都,関東,55〜59歳,50代,50,昭和,55,1980,508454,229620,278834
104750,13,東京都,関東,60〜64歳,60代,60,昭和,55,1980,395517,174113,221404
104751,13,東京都,関東,65〜69歳,60代,60,昭和,55,1980,343812,155775,188037
104752,13,東京都,関東,70〜74歳,70代,70,昭和,55,1980,253787,112375,141412
104753,13,東京都,関東,75〜79歳,70代,70,昭和,55,1980,168857,72010,96847
104754,13,東京都,関東,80〜84歳,80歳以上,80,昭和,55,1980,87975,34564,53411
104755,13,東京都,関東,85歳以上,80歳以上,80,昭和,55,1980,40530,13875,26655
104756,13,東京都,関東,総数,総数,0,昭和,60,1985,11829363,5955029,5874334
104757,13,東京都,関東,0〜4歳,0〜5歳,5,昭和,60,1985,620843,317664,303179
104758,13,東京都,関東,5〜9歳,6~15歳,6,昭和,60,1985,666781,340759,326022
104759,13,東京都,関東,10〜14歳,6~15歳,6,昭和,60,1985,837713,429744,407969
104760,13,東京都,関東,15〜19歳,15~20歳,15,昭和,60,1985,934068,486528,447540
104761,13,東京都,関東,20〜24歳,20代,20,昭和,60,1985,1181783,651784,529999
104762,13,東京都,関東,25〜29歳,20代,20,昭和,60,1985,919931,493686,426245
104763,13,東京都,関東,30〜34歳,30代,30,昭和,60,1985,909087,480999,428088
104764,13,東京都,関東,35〜39歳,30代,30,昭和,60,1985,1052373,541672,510701
104765,13,東京都,関東,40〜44歳,40代,40,昭和,60,1985,920175,456616,463559
104766,13,東京都,関東,45〜49歳,40代,40,昭和,60,1985,833307,407708,425599
104767,13,東京都,関東,50〜54歳,50代,50,昭和,60,1985,778265,383221,395044
104768,13,東京都,関東,55〜59歳,50代,50,昭和,60,1985,632913,304900,328013
104769,13,東京都,関東,60〜64歳,60代,60,昭和,60,1985,476397,211901,264496
104770,13,東京都,関東,65〜69歳,60代,60,昭和,60,1985,362572,155608,206964
104771,13,東京都,関東,70〜74歳,70代,70,昭和,60,1985,302128,131305,170823
104772,13,東京都,関東,75〜79歳,70代,70,昭和,60,1985,207551,86161,121390
104773,13,東京都,関東,80〜84歳,80歳以上,80,昭和,60,1985,119756,46661,73095
104774,13,東京都,関東,85歳以上,80歳以上,80,昭和,60,1985,63843,21619,42224
104775,13,東京都,関東,総数,総数,0,平成,2,1990,11855563,5969773,5885790
104776,13,東京都,関東,0〜4歳,0〜5歳,5,平成,2,1990,521605,267282,254323
104777,13,東京都,関東,5〜9歳,6~15歳,6,平成,2,1990,565862,289336,276526
104778,13,東京都,関東,10〜14歳,6~15歳,6,平成,2,1990,640012,326926,313086
104779,13,東京都,関東,15〜19歳,15~20歳,15,平成,2,1990,948359,489587,458772
104780,13,東京都,関東,20〜24歳,20代,20,平成,2,1990,1195664,645946,549718
104781,13,東京都,関東,25〜29歳,20代,20,平成,2,1990,995391,534900,460491
104782,13,東京都,関東,30〜34歳,30代,30,平成,2,1990,804673,424361,380312
104783,13,東京都,関東,35〜39歳,30代,30,平成,2,1990,822279,428012,394267
104784,13,東京都,関東,40〜44歳,40代,40,平成,2,1990,1000011,509047,490964
104785,13,東京都,関東,45〜49歳,40代,40,平成,2,1990,893591,442741,450850
104786,13,東京都,関東,50〜54歳,50代,50,平成,2,1990,804082,393817,410265
104787,13,東京都,関東,55〜59歳,50代,50,平成,2,1990,737990,362109,375881
104788,13,東京都,関東,60〜64歳,60代,60,平成,2,1990,588485,280517,307968
104789,13,東京都,関東,65〜69歳,60代,60,平成,2,1990,433985,188610,245375
104790,13,東京都,関東,70〜74歳,70代,70,平成,2,1990,318591,131729,186862
104791,13,東京都,関東,75〜79歳,70代,70,平成,2,1990,249195,102415,146780
104792,13,東京都,関東,80〜84歳,80歳以上,80,平成,2,1990,149186,56539,92647
104793,13,東京都,関東,85歳以上,80歳以上,80,平成,2,1990,93069,30704,62365
104794,13,東京都,関東,総数,総数,0,平成,7,1995,11773605,5892704,5880901
104795,13,東京都,関東,0〜4歳,0〜5歳,5,平成,7,1995,467748,239666,228082
104796,13,東京都,関東,5〜9歳,6~15歳,6,平成,7,1995,485921,248105,237816
104797,13,東京都,関東,10〜14歳,6~15歳,6,平成,7,1995,545457,278974,266483
104798,13,東京都,関東,15〜19歳,15~20歳,15,平成,7,1995,731600,375083,356517
104799,13,東京都,関東,20〜24歳,20代,20,平成,7,1995,1169793,615266,554527
104800,13,東京都,関東,25〜29歳,20代,20,平成,7,1995,1056719,557726,498993
104801,13,東京都,関東,30〜34歳,30代,30,平成,7,1995,895053,473711,421342
104802,13,東京都,関東,35〜39歳,30代,30,平成,7,1995,740683,385701,354982
104803,13,東京都,関東,40〜44歳,40代,40,平成,7,1995,784977,404490,380487
104804,13,東京都,関東,45〜49歳,40代,40,平成,7,1995,979147,496770,482377
104805,13,東京都,関東,50〜54歳,50代,50,平成,7,1995,870796,432225,438571
104806,13,東京都,関東,55〜59歳,50代,50,平成,7,1995,777126,380874,396252
104807,13,東京都,関東,60〜64歳,60代,60,平成,7,1995,699205,339610,359595
104808,13,東京都,関東,65〜69歳,60代,60,平成,7,1995,550743,257717,293026
104809,13,東京都,関東,70〜74歳,70代,70,平成,7,1995,391228,163639,227589
104810,13,東京都,関東,75〜79歳,70代,70,平成,7,1995,270421,105270,165151
104811,13,東京都,関東,80〜84歳,80歳以上,80,平成,7,1995,187813,70207,117606
104812,13,東京都,関東,85歳以上,80歳以上,80,平成,7,1995,130490,41332,89158
104813,13,東京都,関東,総数,総数,0,平成,12,2000,12064101,6028562,6035539
104814,13,東京都,関東,0〜4歳,0〜5歳,5,平成,12,2000,477014,244520,232494
104815,13,東京都,関東,5〜9歳,6~15歳,6,平成,12,2000,462053,236370,225683
104816,13,東京都,関東,10〜14歳,6~15歳,6,平成,12,2000,481852,246019,235833
104817,13,東京都,関東,15〜19歳,15~20歳,15,平成,12,2000,640095,328620,311475
104818,13,東京都,関東,20〜24歳,20代,20,平成,12,2000,991457,523171,468286
104819,13,東京都,関東,25〜29歳,20代,20,平成,12,2000,1118725,580884,537841
104820,13,東京都,関東,30〜34歳,30代,30,平成,12,2000,1020691,532026,488665
104821,13,東京都,関東,35〜39歳,30代,30,平成,12,2000,877029,459840,417189
104822,13,東京都,関東,40〜44歳,40代,40,平成,12,2000,731320,377857,353463
104823,13,東京都,関東,45〜49歳,40代,40,平成,12,2000,773398,396696,376702
104824,13,東京都,関東,50〜54歳,50代,50,平成,12,2000,955871,483897,471974
104825,13,東京都,関東,55〜59歳,50代,50,平成,12,2000,839781,414340,425441
104826,13,東京都,関東,60〜64歳,60代,60,平成,12,2000,737511,355502,382009
104827,13,東京都,関東,65〜69歳,60代,60,平成,12,2000,654925,310740,344185
104828,13,東京都,関東,70〜74歳,70代,70,平成,12,2000,504291,228375,275916
104829,13,東京都,関東,75〜79歳,70代,70,平成,12,2000,349344,140984,208360
104830,13,東京都,関東,80〜84歳,80歳以上,80,平成,12,2000,216801,79555,137246
104831,13,東京都,関東,85歳以上,80歳以上,80,平成,12,2000,185095,58645,126450
104832,13,東京都,関東,総数,総数,0,平成,17,2005,12576601,6264895,6311706
104833,13,東京都,関東,0〜4歳,0〜5歳,5,平成,17,2005,476692,243648,233044
104834,13,東京都,関東,5〜9歳,6~15歳,6,平成,17,2005,481382,246639,234743
104835,13,東京都,関東,10〜14歳,6~15歳,6,平成,17,2005,466593,238695,227898
104836,13,東京都,関東,15〜19歳,15~20歳,15,平成,17,2005,562968,288446,274522
104837,13,東京都,関東,20〜24歳,20代,20,平成,17,2005,859742,449576,410166
104838,13,東京都,関東,25〜29歳,20代,20,平成,17,2005,981230,508302,472928
104839,13,東京都,関東,30〜34歳,30代,30,平成,17,2005,1121689,573146,548543
104840,13,東京都,関東,35〜39歳,30代,30,平成,17,2005,1026016,529690,496326
104841,13,東京都,関東,40〜44歳,40代,40,平成,17,2005,885146,460461,424685
104842,13,東京都,関東,45〜49歳,40代,40,平成,17,2005,736656,378960,357696
104843,13,東京都,関東,50〜54歳,50代,50,平成,17,2005,770054,393422,376632
104844,13,東京都,関東,55〜59歳,50代,50,平成,17,2005,938669,472951,465718
104845,13,東京都,関東,60〜64歳,60代,60,平成,17,2005,813422,396362,417060
104846,13,東京都,関東,65〜69歳,60代,60,平成,17,2005,705944,334449,371495
104847,13,東京都,関東,70〜74歳,70代,70,平成,17,2005,612400,281675,330725
104848,13,東京都,関東,75〜79歳,70代,70,平成,17,2005,451357,195032,256325
104849,13,東京都,関東,80〜84歳,80歳以上,80,平成,17,2005,285738,107073,178665
104850,13,東京都,関東,85歳以上,80歳以上,80,平成,17,2005,240088,72786,167302
104851,13,東京都,関東,総数,総数,0,平成,22,2010,13159388,6512110,6647278
104852,13,東京都,関東,0〜4歳,0〜5歳,5,平成,22,2010,500269,256087,244182
104853,13,東京都,関東,5〜9歳,6~15歳,6,平成,22,2010,484303,247825,236478
104854,13,東京都,関東,10〜14歳,6~15歳,6,平成,22,2010,492799,251866,240933
104855,13,東京都,関東,15〜19歳,15~20歳,15,平成,22,2010,546573,277669,268904
104856,13,東京都,関東,20〜24歳,20代,20,平成,22,2010,785911,402472,383439
104857,13,東京都,関東,25〜29歳,20代,20,平成,22,2010,949354,487772,461582
104858,13,東京都,関東,30〜34歳,30代,30,平成,22,2010,1038768,532686,506082
104859,13,東京都,関東,35〜39歳,30代,30,平成,22,2010,1164057,594971,569086
104860,13,東京都,関東,40〜44歳,40代,40,平成,22,2010,1053232,541168,512064
104861,13,東京都,関東,45〜49歳,40代,40,平成,22,2010,905561,467659,437902
104862,13,東京都,関東,50〜54歳,50代,50,平成,22,2010,740091,379997,360094
104863,13,東京都,関東,55〜59歳,50代,50,平成,22,2010,760764,387172,373592
104864,13,東京都,関東,60〜64歳,60代,60,平成,22,2010,905914,449665,456249
104865,13,東京都,関東,65〜69歳,60代,60,平成,22,2010,771396,364786,406610
104866,13,東京都,関東,70〜74歳,70代,70,平成,22,2010,654931,298675,356256
104867,13,東京都,関東,75〜79歳,70代,70,平成,22,2010,544554,236497,308057
104868,13,東京都,関東,80〜84歳,80歳以上,80,平成,22,2010,366372,143057,223315
104869,13,東京都,関東,85歳以上,80歳以上,80,平成,22,2010,304978,88488,216490
104870,13,東京都,関東,総数,総数,0,平成,27,2015,13515271,6666690,6848581
104871,13,東京都,関東,0〜4歳,0〜5歳,5,平成,27,2015,524939,267601,257338
104872,13,東京都,関東,5〜9歳,6~15歳,6,平成,27,2015,499632,255978,243654
104873,13,東京都,関東,10〜14歳,6~15歳,6,平成,27,2015,493559,252438,241121
